Q189599	基思·理查兹
Q462232	沃特·阿曼德·休哈特
Q560427	基特·邦德
Q459752	休戈·布萊克
Q529233	安吉拉·阿伦茨
Q502028	約翰·斯普拉特
Q556737	布萊斯·J·卡皮奇
Q500046	艾伯特·加勒廷
Q466085	埃瑞克·保爾森
Q542663	爱德华·克拉克
Q542743	大衛·雅各布森
Q11811869	美國駐加拿大大使
Q5123030	三藩市市檢察長
Q380441	路易斯·利比
Q5097041	副总统幕僚长
Q461679	伊薇特·克拉克
Q478094	約翰·B·T·坎貝爾三世
Q460035	赵美心
Q522597	林肯·戴維斯
Q468807	凯·格兰杰
Q505581	布萊恩·希金斯
Q521959	恰克·弗萊舍曼
Q548185	摩西·阿伦斯
Q13222899	以色列国防部长
Q654559	霍维尔·爱德蒙斯·杰克逊
Q515935	黛安·布萊克
Q522435	查尔斯·瓦尼克
Q369360	卢修斯·克莱
Q369381	保罗·麦克纳尔蒂
Q470748	马克斯·博卡斯
Q284704	吉姆·科尔贝
Q321887	亞提馬斯·華德
Q331323	威廉·雪利
Q237786	凱瑟琳·布蘭科
Q1420322	路易斯安那州副州長
Q461981	巴克·麥基翁
Q456208	約翰·海菲爾
Q462565	J·汉密尔顿·刘易斯
Q502949	約翰·巴爾達齊
Q456154	罗伯特·莱瑟姆·欧文
Q60484312	以色列駐美國大使
Q548122	比尔·克莱
Q532342	彼得·彼德森
Q4818639	肯塔基州检察长
Q295318	安東·瑟馬克
Q48767438	助理檢察官
Q236941	簡·布魯爾
Q295275	約瑟夫·梅迪爾
Q298237	贝内迪克特·阿诺德
Q213847	安妮斯·帕克
Q96424184	休斯敦市長
Q173897	约翰·巴塞特·摩尔
Q218217	佐·洛夫格林
Q4946327	區長
Q732562	厄瓜多尔总统
Q6865935	希腊国防部长
Q459260	安布洛斯·塞維爾
Q375389	維琪·哈茨勒
Q461228	約翰·H·班克黑德
Q468291	莫丽尔·汉弗莱·布朗
Q561814	羅伯特·梅納德·哈欽斯
Q380484	戴维·帕卡德
Q361146	鲁比·拉冯
Q359530	奥古斯都·E·威尔逊
Q469483	瑪麗·彼得斯 (政治人物)
Q467861	凯瑟琳·肯尼迪·汤森德
Q569404	Rob Pardo
Q155928	艾弗里·布伦戴奇
Q234992	琳恩·切尼
Q225823	蒂莫西·杜兰
Q440885	揚·蕭考斯基
Q490511	安德·克倫肖
Q495050	安德烈·塞斯特蘭德
Q6544406	美属萨摩亚副总督
Q360815	艾佛列·M·史傑爾斯
Q374746	米尔顿·夏普
Q652066	謝爾登·懷特豪斯
Q549521	麥克·辛普森
Q652987	约书亚·克莱顿
Q653713	約翰·伊格·侯活
Q656511	布倫特·斯考克羅夫特
Q656969	理查德·B·哈伯德
Q656079	克雷格·本森
Q516858	亨利·福特二世
Q525037	戴維·哈羅德·黑井
Q525607	若望·法瓦羅拉
Q515981	蒂莉·福勒
Q527462	迪威特·克林頓
Q519730	罗伯特·A·塔夫脱
Q4818654	羅德島州總檢察長
Q525405	欧伟博
Q519825	尼古拉斯·伯恩斯
Q521145	马力欧·库默
Q520672	杜克·艾奧拿
Q457243	切莉·品瑞
Q516550	肯尼斯·錢納特
Q651771	路易·B·納恩
Q539470	薩姆·約翰遜
Q222118	詹姆斯·保罗·约翰逊
Q299595	万尼瓦尔·布什
Q174979	艾伦·谢泼德
Q34969	本傑明·富蘭克林
Q235517	贝弗利·希尔斯
Q155794	汉斯·贝特
Q299576	卡罗尔·布朗纳
Q7994894	能源和氣候變化政策辦公室
Q287174	費德廉·F·坎貝爾
Q2630069	檔案紀錄員
Q32726	麥克·格里姆
Q28130049	郡法官
Q539509	麥克·麥克考
Q518650	芭芭拉·B·肯內利
Q551748	寇蒂斯·J·紀樂里
Q551870	博德·若瑟·麥克葛拉斯
Q540418	薩繆爾·W·佩內亞克
Q529753	史蒂夫·西姆斯
Q518823	理查德·巴塞特
Q519074	南希·約翰遜
Q539814	李察·戴利
Q515887	雷蒙·利奧·柏克
Q539562	亨利·库拉尔
Q369143	愛德華·沃爾索爾
Q433180	威廉·P·罗杰斯
Q351238	吉姆·罗兹
Q433204	约瑟夫·韦尔登·贝利
Q434317	迪迪·麥爾斯
Q352123	蓋瑞·強生
Q7080891	俄亥俄州州務卿
Q434142	卡斯帕·溫伯格
Q21028311	内阁秘书长
Q7557772	法律政策專員
Q331507	埃德·珀爾馬特
Q382049	约翰·T·邓禄普
Q382493	約翰·威廉·米登道夫
Q376530	斯蒂夫·普雷斯顿
Q431223	奧利弗·諾斯
Q863259	美國步槍協會
Q465843	約翰·克林因
Q529351	喬恩·泰斯塔
Q460291	帕特·奎因
Q532680	若望·嘉祿·丹
Q3238288	伊利諾伊州副州長
Q538978	肯·卡爾沃特
Q557699	馬克·萊文
Q458453	弗吉尼亞·福克斯
Q548839	魯本·查普曼
Q542503	羅勃·布拉姆
Q503839	卡莱尔·特罗斯特
Q3541365	伊利諾伊州財務官
Q529344	榮·懷登
Q539092	亨利·阿舍斯特
Q539197	法蘭克·莫斯 (美國政治家)
Q533931	比伯·格雷夫斯
Q55736868	最高法院法官
Q533169	約翰·布拉德馬斯
Q477577	羅伯特·P·凱西
Q529140	莉莎·馬帝根
Q3406491	伊利諾伊州司法部長
Q529294	查克·葛雷斯利
Q550255	詹姆斯·威廉·富布赖特
Q458281	南希·哈金
Q707811	菲兰德·C·诺克斯
Q729199	法里歐馬維加
Q600005	艾多弗斯·唐斯
Q603467	帕特·蒂貝里
Q706071	约翰·贝克利
Q5131884	美國眾議院執事官
Q728530	詹姆斯·斯蒂芬·霍格
Q594906	斯蒂芬·马洛里
Q706661	諾姆·科爾曼
Q595948	巴隆·希爾
Q729082	威廉·D·莱希
Q719808	艾略特·理查森
Q720121	阿薩·賀勤森
Q708034	托马斯·F·贝亚德
Q657837	鮑伯·謝弗
Q607069	戈登·H·史密斯
Q889212	欧内斯特·麦克法兰
Q518861	弗蘭克·卡盧奇
Q671393	大衛·紐森
Q729018	威廉·怀亚特·比布
Q612300	小皮特·弗里林海森
Q595844	乔治·霍华德·威廉斯
Q593590	多默·若望·羅迪
Q610519	馬特·桑托斯
Q600526	薩繆爾·阿什
Q706363	卡修斯·馬塞勒斯·克萊
Q888950	詹姆斯·愛德華茲
Q709513	阿瑟·戈德堡
Q710093	亞瑟·J·塞拉泰利
Q663151	休·威廉森
Q705567	威廉·奎恩
Q705961	吉姆·多伊爾
Q6562604	威斯康星州總檢察長
Q766533	羅伯特·B·鄧肯
Q577160	老艾伯特·戈尔
Q720037	谢苗·毕契科夫
Q766866	凯文·麦卡锡
Q591632	罗伯特·克拉夫特
Q574441	克林特·羅伯茨
Q719941	雷蒙德·奥迪耶诺
Q727598	萊斯利·L·伯恩
Q666931	约翰·林塞
Q590856	萊曼·霍爾
Q591629	哈里·奧古斯都·加菲爾德
Q578102	巴布·葛拉漢
Q574116	安東尼·韋恩
Q706375	杨约翰
Q577809	维克托·阿提耶
Q503426	傑西·亞歷山大·赫爾姆斯
Q631195	马克·尤德尔
Q554776	羅勃·J·坎寧安
Q539587	金·格林
Q632321	丹·科茨
Q505236	弗雷德·亞普頓
Q636710	詹姆斯‧Q‧威爾遜
Q554756	赫門·沙勿略·奧喬亞
Q627098	麥克·李
Q515858	奥利弗·埃尔斯沃思
Q456633	米拉波·波拿巴·拉馬爾
Q551021	羅哲·老楞佐·施維茨
Q526808	貝特西·馬基
Q554731	舍慕耳·J·阿奎拉
Q634564	法蘭克·S·布拉克
Q554454	约翰·兰登
Q552459	喬治·彭德爾頓
Q551681	羅勃·D·格魯斯
Q633113	阿奇伯德·考克斯
Q572254	利則·J·斯克爾巴
Q554548	特尼斯·馬雷恩·舒納
Q503833	贾斯汀·弗朗西斯·里加利
Q552555	安多尼·薩布蘭·阿普龍
Q573231	約瑟夫·休斯顿·博德曼
Q552548	山謬·W·約堤
Q878798	休·凱利
Q551688	若望·嘉祿·韋斯特
Q715156	羅伯特·米勒
Q733585	羅拔·安東尼·斯諾
Q539521	迈克尔·伯吉斯
Q461621	特麗·塞維爾
Q685992	汉密尔顿·菲什
Q516594	沃利·希克爾
Q633065	阿奇博·布洛克
Q878563	理查德·多布斯·斯派特
Q878712	托尼·諾爾斯 (政治家)
Q881585	伯内特·R·梅班克
Q862136	比爾·格雷迪森
Q809197	巴特·戈登
Q881449	威廉·丹尼森
Q705498	傑夫·賓格曼
Q714960	古弗尼尔·莫里斯
Q540453	彼得·佩斯
Q862103	比爾·弗洛倫斯
Q881557	纳撒尼尔·皮彻
Q700752	蕭美琴
Q878789	威廉·C·C·克萊博恩
Q551578	麥克·卡普阿諾
Q551362	路易斯·麦克莱恩
Q884307	賽魯斯·G·盧斯
Q732474	哈维·库兹曼
Q704510	額我略·彌額爾·愛蒙德
Q701399	小威廉·克罗
Q862056	比爾·德拉杭特
Q701891	雅各伯·類思·希奇
Q879415	约翰·布兰奇
Q700730	哈洛德·史塔克
Q838831	迈克尔·亚伯拉什
Q4818643	新墨西哥州總檢察長
Q878874	詹姆斯·斯普里格斯-佩恩
Q714337	杰伊·约翰逊
Q713746	彼得·尤伯罗思
Q714269	丹內爾·馬洛伊
Q879281	湯瑪斯·瓦茲
Q881420	弗蘭克·B·威利斯
Q703642	约翰·W·福斯特
Q521769	罗斯·迈克康奈尔·朗
Q529372	約翰·恩賽
Q458416	嘉露蓮·麥卡錫
Q538944	麥克·康納威
Q549738	小詹姆斯·漢密爾頓
Q503580	丹·博倫
Q504559	艾江山
Q501814	弗蘭克·克蘭托維爾
Q514759	巴特爾·J·戎克曼
Q549005	納爾遜·阿普爾頓·邁爾斯
Q522684	弗兰克·W·希金斯
Q533544	塔乌埃塞·苏尼亚
Q503534	弗兰克·P·布里格斯
Q3250324	副职
Q553335	克里斯托弗·考克斯
Q830000	約瑟夫·A·萊特
Q730958	约翰·福赛思
Q958399	万斯·哈特克
Q963419	罗宾·比尔德
Q862213	比爾·詹克洛
Q862178	比尔·赫夫纳
Q780398	鮑勃·懷斯
Q817488	本杰明·富兰克林·巴特勒
Q775070	大衣醜聞
Q880369	莱弗里特·索顿斯托尔
Q926113	威廉·琼斯
Q954893	丹尼斯·摩爾
Q927712	鄺爾斯
Q970515	麥克·羅傑斯
Q8333	聯邦調查局
Q938498	大衛·西西里尼
Q880393	科尔盖特·达登
Q862294	比爾·麥考倫
Q778922	邁克·奧克斯利
Q862215	比爾·約翰遜
Q944286	拉里·布克申
Q862339	威廉·弗林特·尼科爾斯
Q885384	莱斯特·马多克斯
Q880992	威廉·奥康奈尔·布拉德利
Q880998	雷德菲尔德·普罗克特
Q880359	哈丁·理查德·鲁内尔斯
Q731148	詹姆斯·亨利·哈蒙德
Q882241	弗蘭克·A·巴雷特
Q934898	以利亞·卡明斯
Q951276	纳森·雅各布森
Q969896	拉尔夫·伊泽德
Q731106	斯坦斯菲爾德·特納
Q744819	小里滕·J·梅格斯
Q731097	厄斯金·鮑爾斯
Q748066	埃爾·布盧姆諾爾
Q884940	羅格·謝爾曼·鮑德溫
Q981007	弗蘭克·威斯納
Q760909	小奧古斯特·貝爾蒙特
Q715129	歐倫·隆
Q553626	丹尼斯·哈斯特
Q731783	保罗·韦尔斯通
Q881146	彼得·舒姆林
Q881135	朱利葉斯·斯特林·莫頓
Q881199	丹尼斯·道加德
Q1853549	南達科他州副州長
Q732204	威廉·格貝爾
Q767270	馬里奧·迪亞斯-巴拉特
Q671958	托马斯·菲茨西蒙斯
Q20801604	品牌長
Q551252	丹尼尔·布尔斯廷
Q541251	羅伯·維特曼
Q881251	弗雷德里克·W·M·霍利迪
Q878687	约翰·迪金森
Q749039	阿爾‧格林
Q812105	貝亞德·泰勒
Q217713	代辦
Q668779	托馬斯·B·羅伯遜
Q751117	黑閃電
Q668723	詹姆斯·帕頓·普雷斯頓
Q881196	保羅·勒佩吉
Q935734	賈雷德·波利斯
Q882984	傑克·威廉斯
Q730936	威廉·亞歷山大·葛蘭姆
Q926834	约翰·麦金利
Q782091	威廉·史密斯
Q781113	蓋瑞·米勒
Q817483	本傑明·菲茲柏德烈
Q775412	比爾·基亭
Q880356	史文登
Q880377	约翰·弗里蒙特·希尔
Q820991	查爾斯·E·萊德曼
Q731492	伊莱休·B·沃什伯恩
Q878736	約翰·蓋爾 (阿拉巴馬州)
Q651820	比爾·歐文斯
Q515971	蕾妮·埃爾默斯
Q503529	里克·拉爾森
Q633354	阿奇博爾德·麥克利什
Q744084	尼尼安·愛德華斯
Q742459	杰里迈亚·S·布莱克
Q720521	約翰·巴拉索
Q744098	勞頓·奇利斯
Q709453	弗雷德里克·西奥多·弗里林海森
Q888937	布倫丹·伯恩
Q860234	查尔斯·洛根
Q742210	斯雷德·戈登
Q705708	乔治·莫斯科尼
Q597630	克萊門特·約翰·扎布洛基
Q598775	詹姆斯·科曼
Q744037	威廉·L·阿姆斯特朗
Q720259	约翰·亚当斯·迪克斯
Q719965	鮑伯·巴特勒
Q461697	乔纳森·戴顿
Q519504	奎西·姆费姆
Q861999	比爾·卡西迪
Q889123	傑瑞德·歐文
Q719568	約翰·康寧
Q461727	馬斯尼·沃特斯
Q534486	阿爾伯特·雷恩斯
Q596008	恩斯特·霍林斯
Q28020371	南卡羅來納州副州長
Q459693	洛伊丝·卡普斯
Q539444	麥克·索恩貝里
Q461649	依連那‧荷姆斯‧諾頓
Q456715	威廉·M·巴特勒
Q532248	斯特林·普賴斯
Q456921	保羅·奧尼爾
Q457445	卡拉·希爾斯
Q539791	威廉·佩瑞
Q539493	德文·努尼斯
Q18199902	宾夕法尼亚州参议员
Q4112589	美利堅聯盟國副總統
Q540275	迈克尔·穆凯西
Q705697	H·约翰·海恩兹三世
Q5166910	庫克縣州檢察官
Q456924	鮑勃·麥克唐納
Q653994	吉米·鄧肯
Q617264	贾德森·哈蒙
Q430443	費爾南多·伍德
Q428797	丹尼斯·赖默
Q376232	威廉·莱恩·威尔逊
Q689779	李曼·雷姆尼澤
Q514350	帕特·丹納
Q447236	斯坦利·費希爾
Q446647	小威廉·克拉克
Q525363	芭芭拉·武卡諾維奇
Q540321	约翰·格尼
Q457420	萬格奇·穆圖
Q577751	湯姆·霍利
Q888913	喬治·奈賀
Q709150	迈克尔·哈吉
Q523415	約翰·坎貝爾·梅里厄姆
Q743802	保罗·汉密尔顿
Q770454	奧古斯塔斯·希爾·加蘭
Q710501	詹姆斯·G·瓦特
Q709790	亚历山大·达拉斯·贝奇
Q889195	乔·珀塞尔
Q573627	安多尼·皮拉
Q447179	克拉倫斯·M·凱利
Q376103	大衞·馬修斯
Q623395	理查德·李·阿米蒂奇
Q446858	安德鲁·W·梅隆
Q862186	比尔·哈斯拉姆
Q572306	约翰·里西蒂耶洛
Q687874	威廉·霍奇斯·曼
Q970272	羅恩·詹森
Q970461	提姆·畢曉普
Q862455	比爾·舒斯特
Q822438	喬治·C·麥吉
Q864992	伯奇·贝赫
Q744932	威廉·亨利·巴南
Q745731	約翰·隆
Q926069	罗伯·波特曼
Q955996	托德·提亞赫特
Q862428	比爾·薩帕柳斯
Q822657	勞勃·M·金密特
Q970720	朱利安·卡斯楚
Q889455	布里尔顿·琼斯
Q889227	卢克·爱德华·赖特
Q714909	彼得·巴頓·威爾遜
Q580974	洛特·M·莫里尔
Q885481	威廉`亨利`威尔斯
Q881600	艾萨克·托西
Q711521	湯瑪斯·布瑞格
Q881227	韋德·漢普頓三世
Q584973	弗蘭克·羅頓
Q885495	沃尔特·S·古德兰
Q661668	威廉·尤斯蒂斯
Q714956	約翰·薩拉扎
Q767891	約翰·墨菲 (阿拉巴馬州)
Q662054	查尔斯·平克尼
Q665356	亨利·哈特菲尔德
Q813332	博·拜登
Q726313	詹姆斯·霍利·道格拉斯
Q881393	斯佩萨德·荷兰
Q725728	西奥多·G·比尔伯
Q816457	本·卡耶塔诺
Q881151	L·M·肖
Q816460	本·錢德勒
Q7603657	州审计长
Q666720	湯瑪斯·福德
Q665919	特德·考夫曼
Q885464	约翰·米利奇
Q582890	菲尔丁·莱特
Q885569	詹姆斯·弗洛里奧
Q712605	雅各伯·吉本斯
Q813365	博福德·H·傑斯特
Q748989	亞歷山大·拉姆塞
Q671976	約翰·庫爾伯森
Q881173	亨利·貝爾蒙
Q579228	利瓦伊·伍德伯里
Q881165	湯瑪斯·平克尼
Q816576	本·奈特霍斯·坎贝尔
Q584007	法蘭西斯·P·馬修
Q7889560	加利福尼亞州北部地區檢察官辦公室
Q725740	威廉·M·塔克
Q862373	比爾·波西
Q817374	本杰明·A·史密斯二世
Q7574852	特別檢察官
Q881163	羅斯威爾·P·弗勞爾
Q885553	威尔逊·卡里·尼古拉斯
Q816459	老本傑明·所羅門·「本」·卡森
Q926441	鄺友良
Q517243	拉爾夫·梅特卡夫
Q880546	傑·哈蒙德
Q571000	威廉·阿爾登·史密斯
Q981424	史考特·葛瑞特
Q889216	保罗·E·巴顿
Q889440	小保罗·B·约翰逊
Q889377	亨利·米德爾頓
Q374906	乔纳森·伯恩
Q692191	阿恩·卡爾森
Q447568	朱莉·梅雷图
Q622219	米歇尔·弗劳诺
Q514333	瓊·凱利·霍恩
Q623624	托馬斯·格倫南
Q448470	史蒂夫·林赛
Q882124	威廉·巴克利·库珀
Q949514	吉姆·懷特
Q21971205	新罕布什爾州眾議員
Q618727	湯姆·多尼倫
Q926206	小牛顿·迪尔·贝克
Q948920	派翠克·J·肯尼迪
Q862763	J·尼利·约翰逊
Q885204	約翰·G·羅蘭
Q866128	李·P·布朗
Q955405	帕特里克·J·肯尼迪
Q885094	威廉·雷尼·马歇尔
Q1000051	約瑟夫·C·奧馬孔利
Q865979	华理柱
Q782994	斯科特·蒂普頓
Q943107	小洛維爾·湯瑪斯
Q21360107	阿拉斯加州參議員
Q948924	若望·J·麥金泰厄
Q7241349	美國海軍戰爭學院院長
Q741918	J·C·W·贝克汉姆
Q597613	埃德·凱斯
Q669087	約翰·弗洛伊德
Q461123	茱蒂·畢格特
Q535553	佛蘭西斯·路勃克
Q572941	安东尼·贝伦森
Q461698	格温·穆尔
Q710721	威廉·科漢
Q5283340	地方法官
Q888927	阿尔·奎
Q7707525	德克薩斯州總檢察長
Q709229	威廉·布拉德福德
Q534301	吉福德·平肖
Q1891156	美国国家森林局
Q477807	查爾斯·艾倫·庫爾伯森
Q726427	菲利普·潘德里顿·巴伯尔
Q861905	小威廉·沃利·亞歷山大
Q461663	多娜‧爱德华兹
Q889162	华莱士·威尔金森
Q724941	约瑟夫·麦克纳
Q535362	蘇珊·阿諾德
Q729054	威廉·帕特森
Q725861	威廉·H·H·米勒
Q726198	沃尔特·Q·格雷沙姆
Q725008	乔治·亨利·威廉斯
Q720157	阿萨·布什内尔
Q592487	奧古斯塔·霍爾
Q880876	威廉·比格勒
Q960619	伦纳德·D·怀特
Q957990	若瑟·歐拉西奧·戈梅斯
Q926938	威廉·哈撒韦
Q863238	比利·陶津
Q863703	科尔曼·扬
Q963401	卡爾·海登
Q20058759	羅德島州眾議員
Q880948	歐文·布儒斯特
Q881016	威廉·理察森
Q885091	迪克·索恩伯格
Q881004	小詹納森·特倫布
Q1145362	柯特·韋爾登
Q724197	J·霍华德·麦克格拉斯
Q942386	哈伦·菲斯克·斯通
Q959610	丹·蘭格倫
Q949384	約翰·蘇利文
Q880936	查西斯·帕克斯
Q880908	弗伦德·理查德森
Q888126	萊斯特·C·亨特
Q880970	約翰·維奇安德魯
Q964180	罗伯特·达恩顿
Q959357	約翰·約瑟夫·奧康納
Q962189	杜魯門·漢迪·奈伯里
Q959976	约翰·布雷肯里奇
Q962646	埃德温·登比
Q888075	約翰·J·希基
Q912806	湯姆·康納萊
Q880976	泰德·库隆戈斯基
Q960737	威廉·B·班克黑德
Q927573	尼尔森·奥尔德里奇
Q935900	丹尼爾·戈登
Q715362	麥克·羅斯 (政治人物)
Q809210	巴特·斯圖帕克
Q881113	约翰·奥兰多·帕斯托
Q808693	克拉伦斯·朗
Q816481	本·埃德賴希
Q885559	理查德·布賴恩
Q665416	阿尔夫·兰登
Q881069	吉姆·盖伊·塔克
Q715354	阿里·塔尔胡尼
Q15305714	利比亚总理
Q881181	馬克·帕金森
Q581139	華萊士·法德·慕罕默德
Q664099	威廉·菲尤
Q585249	李·泰瑞
Q725575	馬克·拉西科特
Q6904242	蒙大拿州司法部
Q881524	罗斯·巴尼特
Q881060	詹姆斯·平克尼·亨德森
Q881037	J·詹姆斯·埃克森
Q748640	麥克·米喬德
Q888132	羅伯特·曼南德茲
Q880932	贺拉斯·A·希尔德雷思
Q1018322	唐納·埃德加
Q1017083	伯特·塔爾科特
Q862680	比尔·扬
Q962660	斯圖爾特·賽明頓
Q958413	H·R·霍爾德曼
Q888069	鮑勃·李文斯頓
Q889255	菲尔·M·唐纳利
Q16204013	纽约市警察局局长
Q888180	路易斯·穆尼奥斯·马林
Q862661	比爾·懷特
Q16973531	美国能源副部长
Q881002	威廉·赫爾
Q885172	丹尼爾·I·J·桑頓
Q962919	小亨利·E·布朗
Q889445	伊弗雷姆·摩尔根
Q959635	楊安俊
Q731392	米爾頓·羅伯特·卡爾
Q970550	埃里克·兰德
Q926876	小內森·戈夫
Q926897	威廉·伊頓·錢德勒
Q448813	法蘭克·穆考斯基
Q461504	弗雷德里卡·威尔逊
Q554100	吉姆·格拉赫
Q614868	詹姆斯·阿卜杜諾
Q514491	瑪麗蓮·勞埃德
Q551506	尼克·拉普森
Q634626	克利夫·班奈狄克
Q446778	維奇·福勒
Q632825	小阿爾伯特·史密斯
Q541619	米那·黎斯
Q514523	吉爾·朗·湯普森
Q520840	路易斯·布蘭戴斯
Q514660	皮特·維斯克勞斯基
Q661037	乔治·普兰特
Q981167	克里斯·史密斯
Q880949	阿朗左·巴顿·康乃尔
Q25350137	圣安东尼奥市市长
Q1135767	柯瑞·布克
Q1135774	科里·加德納
Q1139602	艾利·布罗德
Q1138576	克雷格·L·托馬斯
Q731599	韋恩·米克斯森
Q885438	杰·保尔曼
Q772086	陶德·艾金
Q1133864	湯姆·布拉德利
Q649898	罗恩·克莱恩
Q503548	布萊恩·巴爾德
Q649653	約書亞·博爾頓
Q520275	喬治·羅姆尼
Q553502	诺曼·峰田
Q560447	赫伯·科爾
Q552353	罗伯特·朱利安·本特利
Q616850	法蘭克·洛比奧多
Q658506	克勞德·史旺森
Q538846	加勒特·伯克霍夫
Q552916	哈羅德·布朗
Q648325	奥古斯塔斯·布拉德福德
Q650928	帕里斯·格倫德寧
Q686036	梅雷迪思·迈尔斯·马默杜克
Q633931	维尔·皮特曼
Q693238	邁克·羅傑斯
Q723281	斯蒂芬·本顿·埃尔金斯
Q939880	G.威廉.米勒
Q942844	理查德·拉什
Q941013	劳埃德·奥斯汀三世
Q749710	史提夫·金
Q881141	馬特·布朗特
Q888410	大衛·貝內特·希爾
Q734643	吉姆·埃德加
Q734319	麥克·柯瑞柏
Q883231	法官助理
Q881295	查尔斯·爱迪生
Q878398	艾萨克·谢尔比
Q877849	約翰·高爾文 (軍人)
Q881361	戴爾·布伯斯
Q862438	比爾·許威特
Q878535	威廉·利文斯顿
Q862199	比爾·休伊曾加
Q3477292	伊利諾伊州州務卿
Q881026	伊诺斯·特鲁普
Q888599	鲍比·拉什
Q732804	汤米·汤普森
Q881591	愛德華·福蘭斯比·諾耶斯
Q748960	約翰·吉爾·肖特
Q881132	乔治·迈克尔·利德
